TU_Name	TU_Direction	Overlapping_TU	Overlapping_Direction
yraH1	+	yraH6	+
yraH1	+	yraH7	+
yraH1	+	yraH8	+
yraH1	+	yraH9	+
yraH2	+	yraH3	+
yraH2	+	yraH4	+
yraH2	+	yraH5	+
yraH2	+	yraH6	+
yraH2	+	yraH7	+
yraH2	+	yraH8	+
yraH2	+	yraH9	+
yraH3	+	yraH4	+
yraH3	+	yraH5	+
yraH3	+	yraH6	+
yraH3	+	yraH7	+
yraH3	+	yraH8	+
yraH3	+	yraH9	+
yraH4	+	yraH5	+
yraH4	+	yraH6	+
yraH4	+	yraH7	+
yraH4	+	yraH8	+
yraH4	+	yraH9	+
yraH5	+	yraH6	+
yraH5	+	yraH7	+
yraH5	+	yraH8	+
yraH5	+	yraH9	+
yraH6	+	yraH7	+
yraH6	+	yraH8	+
yraH6	+	yraH9	+
yraH7	+	yraH8	+
yraH7	+	yraH9	+
yraH8	+	yraH9	+
yaiA-aroM	+	aroL-yaiA-aroM	+
actP	-	acs-yjcHG	-
actP	-	acs-yjcHG	-
actP	-	yjcH-actP	-
actP	-	acs-yjcHG	-
rplT	-	rpmI-rplT	-
rplT	-	rplT-pheM	-
rplT	-	infC-rpmI-rplT	-
yggX-mltC-nupG	+	mutY-yggX-mltC	+
yggX-mltC-nupG	+	mutY-yggX	+
yggX-mltC-nupG	+	mutY-yggX-mltC	+
yggX-mltC-nupG	+	yggX-mltC	+
yggX-mltC-nupG	+	yggX	+
yggX-mltC-nupG	+	mutY-yggX-mltC-nupG	+
yggX-mltC-nupG	+	mutY-yggX-mltC-nupG	+
csgDEFG	-	csgDEFG	-
csgDEFG	-	csgDEFG	-
lysR	+	ygeA1	-
pflB	-	pflB	-
pflB	-	pflB	-
pflB	-	focA-pflB	-
bhsA	+	bhsA	+
ispG-sroE1	-	ispG-sroE2	-
ispG-sroE1	-	ispG-sroE3	-
ispG-sroE2	-	ispG-sroE3	-
fabI	-	fabI	-
ssrS-ygfA	+	ssrS-ygfA	+
ssrS-ygfA	+	ssrS	+
ssrS-ygfA	+	ssrS	+
ssrS-ygfA	+	ssrS-ygfA	+
ssrS-ygfA	+	ssrS	+
glpEGR	-	glpR	-
glpEGR	-	glpGR	-
glpEGR	-	glpR	-
envY-ompT	-	ompT	-
isrC-flu	+	flu	+
isrC-flu	+	flu	+
isrC-flu	+	isrC	+
yggI1	+	yggI2	+
yggI1	+	yggI3	+
yggI1	+	yggI4	+
yggI2	+	yggI3	+
yggI2	+	yggI4	+
yggI2	+	galP	+
yggI3	+	yggI4	+
yggI4	+	galP	+
dinB-yafNOP	+	dinB-yafNOP	+
ygcW1	-	ygcW2	-
ygcW1	-	ygcU1	-
ygcW2	-	ygcU1	-
yegW	-	yegTUV	+
eda	-	eda	-
eda	-	eda	-
dnaN-recF	-	dnaAN-recF	-
dnaN-recF	-	dnaN-recF	-
dnaN-recF	-	dnaN-recF	-
dnaN-recF	-	dnaN-recF	-
dnaN-recF	-	dnaN-recF	-
dnaN-recF	-	gyrB	-
dnaN-recF	-	gyrB	-
dnaN-recF	-	dnaN-recF	-
dnaN-recF	-	dnaAN-recF	-
dnaN-recF	-	recF	-
fliE	-	intG	+
fre	+	fre	+
putP	+	putP	+
putP	+	putP	+
putP	+	putP	+
insA-71	+	insA-72	+
ribC1	-	mdtK1	+
ribC1	-	mdtK2	+
ribC1	-	mdtK3	+
recG	+	rpoZ-spoT-trmH-recG	+
crp	+	crp	+
kdpFABC	-	kdpDE	-
yiaU1	+	yiaU2	+
yiaU1	+	yiaU3	+
yiaU2	+	yiaU3	+
yiaU3	+	yiaT1	-
yiaU3	+	yiaT2	-
yiaU3	+	yiaT4	-
gspAB	-	gspAB	-
gspAB	-	gspAB	-
gspAB	-	gspAB	-
gspAB	-	gspCDEFGHIJKLMO	+
rpmE	+	rpmE	+
lysU	-	lysU	-
glpR	-	glpGR	-
glpR	-	glpR	-
mdoGH	+	mdoGH	+
yjgA1	-	yjgA2	-
yjgA1	-	yjgA3	-
yjgA1	-	yjgA4	-
yjgA1	-	tldE	+
yjgA2	-	yjgA3	-
yjgA2	-	yjgA4	-
yjgA2	-	tldE	+
yjgA3	-	yjgA4	-
yjgA3	-	tldE	+
yjgA4	-	tldE	+
srkA-dsbA	+	dsbA	+
accBC	+	accBC	+
clpPX	+	clpPX	+
clpPX	+	clpPX	+
clpPX	+	clpX-lon	+
yqjF1	+	yqjF2	+
yqjF1	+	yqjF3	+
yqjF2	+	yqjF3	+
pstB-phoU	-	pstCAB-phoU	-
pstB-phoU	-	pstB-phoU	-
pstB-phoU	-	phoU	-
pstB-phoU	-	pstB-phoU	-
pstB-phoU	-	pstCAB-phoU	-
pstB-phoU	-	pstSCAB-phoU	-
yajD1	+	yajD2	+
yajD1	+	yajC-secDF	+
sdiA	-	sdiA	-
sdiA	-	sdiA	-
sdiA	-	sdiA	-
casABCDE12	-	casDE-ygbTF	-
casABCDE12	-	ygbF	-
gadE-mdtEF	+	mdtEF	+
rrlE-rrfE	+	rrsE-gltV-rrlE-rrfE	+
rrlE-rrfE	+	yjaA2	+
rrlE-rrfE	+	rrsE-gltV-rrlE-rrfE	+
yigI	-	rarD1	-
yigI	-	rarD3	-
yigI	-	rarD4	-
yigI	-	rarD5	-
xerD-dsbC-recJ	-	dsbC	-
xerD-dsbC-recJ	-	xerD-dsbC-recJ	-
xerD-dsbC-recJ	-	fldB	+
xerD-dsbC-recJ	-	xerD1	-
xerD-dsbC-recJ	-	xerD2	-
dolP	+	diaA	+
dolP	+	dolP	+
racC1	-	racC2	-
tfaS	+	yfdONMLK	-
mreBCD	-	mreB	-
mreBCD	-	mreBCD	-
mreBCD	-	mreB	-
queA	+	tgt-yajC	+
aceEF	+	pdhR-aceEF-lpdA	+
aceEF	+	aceEF	+
yfiC1	-	nadB	+
dnaTC	-	dnaTC-yjjA	-
dnaTC	-	yjjB-dnaTC	-
dnaTC	-	yjjB-dnaTC-yjjA	-
treR	-	treR	-
treR	-	treR	-
treR	-	mgtA	+
dnaAN-recF	-	dnaN-recF	-
dnaAN-recF	-	dnaN-recF	-
dnaAN-recF	-	dnaN-recF	-
dnaAN-recF	-	dnaN-recF	-
dnaAN-recF	-	gyrB	-
dnaAN-recF	-	gyrB	-
dnaAN-recF	-	dnaN-recF	-
dnaAN-recF	-	dnaAN-recF	-
dnaAN-recF	-	recF	-
hicAB	+	hicAB	+
rnt-lhr	+	lhr	+
rnlB	+	rnlAB	+
rnlB	+	rnlB	+
rnlB	+	rnlA	+
yccX1	+	yccX2	+
yccX1	+	yccX3	+
yccX1	+	tusE	-
yccX2	+	yccX3	+
yccX2	+	tusE	-
yccX3	+	tusE	-
yhhZ-yrhA-insA6AB6B61	+	yhhZ-yrhA-insA6AB6B62	+
rfaYZ	-	rirA-rfaQGPSBIJYZ-waaU	-
ahpF	+	ahpCF	+
yeaO1	+	yeaO2	+
yeaO1	+	nimT	+
yeaO2	+	nimT	+
dnaN-recF	-	dnaN-recF	-
dnaN-recF	-	dnaN-recF	-
dnaN-recF	-	dnaN-recF	-
dnaN-recF	-	gyrB	-
dnaN-recF	-	gyrB	-
dnaN-recF	-	dnaN-recF	-
dnaN-recF	-	dnaAN-recF	-
dnaN-recF	-	recF	-
rhaT	-	rhaSR	+
rhaT	-	rhaSR	+
entCEBA-ybdB	+	entH	+
glpGR	-	glpR	-
glnB	-	glnB	-
glnB	-	yfhA	-
glnB	-	glnB	-
clpPX	+	clpPX	+
clpPX	+	clpX-lon	+
yrfG-hslR	+	hslR-hslO	+
stfZ	-	ftsQAZ	+
stfZ	-	rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+
stfZ	-	ftsZ	+
stfZ	-	mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+
stfZ	-	stfZ	-
stfZ	-	stfZ	-
stfZ	-	ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+
bolA	+	bolA	+
bolA	+	bolA	+
fes-ybdZ-entF-fepE	+	fepDGC	-
fusA-tufA	-	tufA	-
mutY-yggX-mltC	+	mutY-yggX	+
mutY-yggX-mltC	+	mutY-yggX-mltC	+
mutY-yggX-mltC	+	yggX-mltC	+
mutY-yggX-mltC	+	yggX	+
mutY-yggX-mltC	+	mutY-yggX-mltC-nupG	+
mutY-yggX-mltC	+	mutY-yggX-mltC-nupG	+
infA-serW1	-	infA-serW2	-
infA-serW1	-	serW	-
infA-serW1	-	infA	-
infA-serW1	-	serW	-
infA-serW1	-	infA	-
infA-serW2	-	serW	-
infA-serW2	-	infA	-
infA-serW2	-	serW	-
infA-serW2	-	infA	-
cspI	-	cspI	-
ydcSTUV-patD	+	patD1	+
ydcSTUV-patD	+	patD2	+
lptB-rpoN-hpf-ptsN-yhbJ	+	lptAB	+
lptB-rpoN-hpf-ptsN-yhbJ	+	rpoN-hpf-ptsN-yhbJ-npr	+
lptB-rpoN-hpf-ptsN-yhbJ	+	yrbG-kdsDC-lptCAB	+
sdiA	-	sdiA	-
sdiA	-	sdiA	-
yeaD	+	gapA-yeaD	+
osmY	+	osmY	+
ydgC1	-	ydgI-folM	+
yfbN1	-	yfbN2	-
adeQ	-	yicN1	-
pepA	-	pepA	-
rsd	-	rsd	-
rsd	-	nudC-hemE-nfi1	+
rsd	-	nudC-hemE-nfi2	+
ssrS-ygfA	+	ssrS	+
ssrS-ygfA	+	zapA1	+
ssrS-ygfA	+	ssrS	+
ssrS-ygfA	+	ssrS-ygfA	+
ssrS-ygfA	+	ssrS	+
oxyR	+	sthA	-
oxyR	+	oxyR	+
tauABCD	+	tauABC	+
uhpABC	-	ivbL-ilvBN-uhpABC1	-
uhpABC	-	uhpB	-
yggN	-	yggN	-
yggN	-	yggN	-
astCADBE	-	astCADBE	-
hyuA1	+	hyuA2	+
hyuA1	+	ygeY	+
hyuA2	+	ygeY	+
flgAMN	-	flgMN	-
ftsQAZ	+	rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+
ftsQAZ	+	ftsZ	+
ftsQAZ	+	mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+
ftsQAZ	+	stfZ	-
ftsQAZ	+	stfZ	-
ftsQAZ	+	ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+
yebW1	+	yebW2	+
yebW2	+	yebV1	+
yebW2	+	yebV2	+
yebW2	+	yebV3	+
yebW2	+	yebV4	+
nemA	+	nemRA-gloA	+
yqgB1	-	yqgB2	-
yqgB2	-	yqgC	+
waaA	+	kdtA-coaD	+
waaA	+	waaA	+
rcsDB	+	rcsB	+
rcsDB	+	rcsB	+
ygbJK	+	ygbI1	-
ygbJK	+	ygbK	+
gadBC	-	gadC1	-
gadBC	-	gadC2	-
gadBC	-	gadC3	-
gadBC	-	gadBC	-
lpxC	+	rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+
lpxC	+	mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+
lpxC	+	lpxC	+
lpxC	+	ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+
hdeD	+	hdeD	+
ldhA	-	ydbH-ynbE-ydbL1	+
putP	+	putP	+
putP	+	putP	+
pgk-fbaA	-	pgk-fbaA	-
pgk-fbaA	-	pgk	-
pgk-fbaA	-	pgk	-
pgk-fbaA	-	pgk	-
pgk-fbaA	-	pgk-fbaA	-
sibD	-	ibsD	+
sad-glsB-yneG1	-	sad1	-
sad-glsB-yneG1	-	yneJ1	+
sad-glsB-yneG1	-	yneJ2	+
abgR	+	mcaS	-
mutY-yggX	+	mutY-yggX-mltC	+
mutY-yggX	+	yggX-mltC	+
mutY-yggX	+	yggX	+
mutY-yggX	+	mutY-yggX-mltC-nupG	+
mutY-yggX	+	mutY-yggX-mltC-nupG	+
dnaN-recF	-	dnaN-recF	-
dnaN-recF	-	dnaN-recF	-
dnaN-recF	-	gyrB	-
dnaN-recF	-	gyrB	-
dnaN-recF	-	dnaN-recF	-
dnaN-recF	-	dnaAN-recF	-
dnaN-recF	-	recF	-
yrdA	+	yrdD-rimN-aroE-yrdB	-
alr	+	alr	+
putP	+	putP	+
cyaA	+	cyaA	+
yibD	-	yibD1	-
yibD	-	gpmM-envC-yibQ	+
ybdK1	-	ybdJ3	-
ybdK1	-	ybdJ4	-
hcp-hcr	-	hcp-hcr-poxB	-
ssrS	+	zapA1	+
ssrS	+	ssrS	+
ssrS	+	ssrS-ygfA	+
ssrS	+	ssrS	+
ybcW1	+	ybcW2	+
fumC	-	fumC	-
fumC	-	fumA	-
fumC	-	tus1	+
fumC	-	fumAC	-
dhaM	-	dhaKLM	-
groL	+	groL	+
groL	+	groL	+
cbrB1	+	cbrBC	+
yjiS1	+	yjiS2	+
groL	+	groL	+
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+	ftsZ	+
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+	mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+	lpxC	+
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+	stfZ	-
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+	stfZ	-
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+	ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+
slyD1	-	slyD2	-
slyD1	-	slyD3	-
slyD2	-	slyD3	-
moaABCDE	+	moaABCDE	+
ytfB	-	ytfA	+
tpiA	-	tpiA	-
tpiA	-	tpiA	-
sdsR	-	sdsR-pphA	-
sdsR	-	sdsR-pphA	-
cysG	+	nirBDC-cysG	+
cysG	+	cysG	+
tolB-pal-ybgF1	+	tolB-pal-ybgF2	+
tolB-pal-ybgF1	+	ybgC-tolQRA1	+
tolB-pal-ybgF1	+	ybgC-tolQRA2	+
tolB-pal-ybgF2	+	ybgC-tolQRA1	+
tolB-pal-ybgF2	+	ybgC-tolQRA2	+
rpoS	-	nlpD-rpoS	-
rpoS	-	rpoS	-
rpoS	-	rpoS	-
mnt-btuF-yadS	-	mnt-btuF-yadS	-
sucABCD-sdhX	+	sdhCDAB-sucABCD-sdhX	+
sucABCD-sdhX	+	sucAB	+
sucABCD-sdhX	+	mngR	-
dsbD-yjdC	-	yjdC	-
dsbD-yjdC	-	cutA	-
rpsI1	-	rplM-rpsI	-
frlR	+	frlABCDR	+
frlR	+	frlR	+
eno	-	eno	-
eno	-	pyrG-eno	-
eno	-	eno	-
eno	-	pyrG-eno	-
eno	-	eno	-
eno	-	eno	-
hdeAB-yhiD	-	yhiD1	-
hdeAB-yhiD	-	yhiD2	-
alsRBACE	-	alsK1	-
alsRBACE	-	alsBACE	-
eda	-	eda	-
sfmCD	+	sfmAC	+
ycjY	-	ycjY-ymjDC-mpaA	-
ycjY	-	pgrR	+
yniA1	+	yniA2	+
yniA1	+	yniA3	+
yniA2	+	yniA3	+
yniA2	+	ydiZ	+
rhtA1	-	yliM-ompX	+
dcuD	+	nanR1	-
dcuD	+	nanR2	-
feaR	-	feaR	-
metG	+	mrp	-
holC-valS	-	holC1	-
holC-valS	-	valS	-
garR	-	garPLRK-rnpB	-
rfaDFCL	+	rfaDFCL	+
ibsC	-	sibC	+
psiE	+	xylE	-
ilvIH	+	ilvIH	+
ilvIH	+	yabR	-
ilvIH	+	ilvIH	+
ilvIH	+	ilvIH	+
ybcN-ninE-ybcO-rusA-ylcG1	+	ybcN-ninE-ybcO-rusA-ylcG2	+
yddH	-	pptA1	+
yddH	-	pptA2	+
suhB	+	yfhR1	+
suhB	+	yfhR2	+
stfR-tfaR	+	ynaA-lomR	+
ygeF	+	yqeK2	-
nlpD-rpoS	-	rpoS	-
nlpD-rpoS	-	rpoS	-
ybeD1	-	ybeD2	-
ybeD1	-	lipB1	-
ybeD1	-	lipB2	-
ybeD2	-	lipB1	-
ybeD2	-	lipB2	-
pykA	+	pykA	+
pykA	+	yebK1	+
ygjQ1	+	ygjQ2	+
ygjQ1	+	ygjQ3	+
ygjQ1	+	ygjQ4	+
ygjQ1	+	ygjP	+
ygjQ2	+	ygjQ3	+
ygjQ2	+	ygjQ4	+
ygjQ2	+	ygjP	+
ygjQ3	+	ygjQ4	+
ygjQ3	+	ygjP	+
sraG	+	rpsO	-
sraG	+	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	-
sraG	+	rpsO-pnp	-
yjaG1	+	nudC-hemE-nfi1	+
yjaG1	+	nudC-hemE-nfi2	+
acs-yjcHG	-	acs-yjcHG	-
acs-yjcHG	-	yjcH-actP	-
acs-yjcHG	-	acs-yjcHG	-
yghO	-	insH-91	+
mlrA	+	mlrA	+
dusA1	+	dusA2	+
hokA1	-	insJ1	+
hypF	-	hypF	-
hypF	-	hypF	-
serW	-	serW	-
dnaN-recF	-	dnaN-recF	-
dnaN-recF	-	gyrB	-
dnaN-recF	-	gyrB	-
dnaN-recF	-	dnaN-recF	-
dnaN-recF	-	dnaAN-recF	-
dnaN-recF	-	recF	-
gadAX	-	gadY	+
gadAX	-	gadXW	-
gadAX	-	gadX	-
gapA	+	gapA-yeaD	+
gapA	+	gapA	+
ubiEJB	+	esrE	+
ygiL1	+	ygiL2	+
pdxA-rsmA	-	apaGH	-
pdxA-rsmA	-	imp-surA-pdxA	-
pdxA-rsmA	-	pdxA-rsmA-apaGH	-
pdxA-rsmA	-	rsmA-apaGH	-
rplU-rpmA	-	rplU-rpmA-yhbE-obgE	-
ubiT-yhbS	-	ubiT-yhbS	-
rsd	-	nudC-hemE-nfi1	+
rsd	-	nudC-hemE-nfi2	+
panD	-	panD	-
ygcS	-	ygcRQ	-
ilvIH	+	ilvIH	+
ilvIH	+	ilvIH	+
ymgF1	+	ymgF2	+
ymgF1	+	ymgF3	+
ymgF1	+	ymgF4	+
ymgF2	+	ymgF3	+
ymgF2	+	ymgF4	+
ymgF3	+	ymgF4	+
ydeE1	+	ydeE2	+
cysJIH	-	cysH	-
nirBDC-cysG	+	cysG	+
rpsMKD-rpoA-rplQ	-	rpsMKD-rpoA-rplQ	-
yiiF1	+	yiiF2	+
serC	+	serC-aroA	+
pabC-mltG-tmk-holB-ycfH1	+	pabC-mltG-tmk-holB-ycfH2	+
pabC-mltG-tmk-holB-ycfH1	+	pabC-mltG-tmk-holB-ycfH3	+
pabC-mltG-tmk-holB-ycfH2	+	pabC-mltG-tmk-holB-ycfH3	+
pabC-mltG-tmk-holB-ycfH3	+	acpP-fabF	+
glnHPQ	-	glnHPQ	-
glnHPQ	-	glnQ	-
rpsU-dnaG-rpoD	+	rpoD	+
rpsU-dnaG-rpoD	+	rpoD	+
rpsU-dnaG-rpoD	+	rpsU-dnaG-rpoD	+
rpsU-dnaG-rpoD	+	rpsU	+
rpsU-dnaG-rpoD	+	rpsU-dnaG-rpoD	+
rpsU-dnaG-rpoD	+	rpoD	+
rpsU-dnaG-rpoD	+	rpoD	+
phoPQ	-	phoPQ	-
phoPQ	-	phoPQ	-
maeA1	-	maeA2	-
maeA1	-	adhP1	-
maeA2	-	adhP1	-
yfbL1	+	yfbL2	+
yfbL1	+	yfbL3	+
yfbL1	+	yfbL4	+
yfbL1	+	yfbL5	+
yfbL1	+	yfbK1	-
yfbL1	+	yfbK2	-
yfbL2	+	yfbL3	+
yfbL2	+	yfbL4	+
yfbL2	+	yfbL5	+
yfbL2	+	yfbK1	-
yfbL3	+	yfbL4	+
yfbL3	+	yfbL5	+
yfbL3	+	yfbK1	-
yfbL4	+	yfbL5	+
yfbL4	+	yfbK1	-
yfbL4	+	yfbK2	-
yfbL5	+	yfbK1	-
yfbL5	+	yfbK2	-
galETK	-	galETKM	-
galETK	-	galET	-
galETK	-	galET	-
galETK	-	galETKM	-
galETK	-	galE	-
galETK	-	galETK	-
galETK	-	galETKM	-
galETK	-	galET	-
galETK	-	galE	-
galETK	-	galE	-
ycgV1	-	ycgV2	-
fimB	+	fimB1	+
fimB	+	fimB2	+
yciN1	-	yciN2	-
yciN1	-	yciN3	-
yciN1	-	yciN4	-
yciN1	-	yciN5	-
yciN1	-	topA	+
yciN2	-	yciN3	-
yciN2	-	yciN4	-
yciN2	-	yciN5	-
yciN3	-	yciN4	-
yciN3	-	yciN5	-
yciN4	-	yciN5	-
yciN4	-	topA	+
yiaT1	-	yiaT2	-
yiaT1	-	yiaT3	-
yiaT1	-	yiaT4	-
yiaT2	-	yiaT3	-
yiaT2	-	yiaT4	-
yiaT3	-	yiaT4	-
ansP	-	ansP	-
ychJ1	-	rssAB	+
ychJ1	-	ychJ-purU	-
ychJ1	-	purU	-
yafJ	+	ldtF	-
phoPQ	-	phoPQ	-
ecnAB	+	ecnB	+
pspG	+	qorA	-
ugpBAECQ	-	yhhA1	+
ugpBAECQ	-	yhhA2	+
ugpBAECQ	-	ugpBAECQ	-
ykfBF-yafX-ykfGH-yafW-ykfI	-	ykfBF-yafX-ykfGH-yafW-ykfI	-
ybcH1	-	nfrBA	-
rpmI-rplT	-	rplT-pheM	-
rpmI-rplT	-	thrS-infC	-
rpmI-rplT	-	infC-rpmI-rplT	-
rpmI-rplT	-	infC	-
pspABCDE	+	pspE	+
cho	+	ves	-
lapAB	+	yciSM-pyrF-yciH	+
lapAB	+	lapAB	+
lapAB	+	yciSM-pyrF-yciH	+
murA	-	ibaG-murA	-
bcp	+	gcvR	+
yqhG	+	yqhH1	+
aceK	+	aceBAK	+
aceK	+	arpA1	-
aceK	+	arpA2	-
aceK	+	arpA3	-
fucU	+	fucPIKUR	+
glcBA	-	glcDEFGBA	-
allB	+	ybbY-glxK	+
allB	+	allB	+
allB	+	gcl-hyi-glxR-ybbVW-allB-ybbY-glxK	+
fieF1	+	fieF2	+
rrsH-ileV-alaV-rrlH-rrfH	+	rrsH-ileV-alaV-rrlH-rrfH	+
rrsH-ileV-alaV-rrlH-rrfH	+	rrlH-rrfH	+
rrsH-ileV-alaV-rrlH-rrfH	+	rrsH-ileV-alaV-rrlH-rrfH	+
ydeM	-	ydeNM	-
sdhCDAB-sucABCD-sdhX	+	sdhCDAB	+
sdhCDAB-sucABCD-sdhX	+	sucAB	+
sdhCDAB-sucABCD-sdhX	+	mngR	-
sdhCDAB-sucABCD-sdhX	+	sdhDAB	+
nagK-cobB1	+	lolCDE	+
yhiS	+	insH-111	-
yhiS	+	insH-112	-
ydhM	+	nemRA-gloA	+
yqjA-mzrA	+	yqjA-mzrA	+
dnaX	+	ybaB-recR	+
pcnB-folK	-	pcnB-folK	-
galETKM	-	galET	-
galETKM	-	galET	-
galETKM	-	galETKM	-
galETKM	-	galE	-
galETKM	-	galETK	-
galETKM	-	galETKM	-
galETKM	-	galET	-
galETKM	-	galE	-
galETKM	-	galE	-
yceJI	-	yceJI	-
ryjA	-	soxR	+
yibD1	-	gpmM-envC-yibQ	+
rsmC1	-	rsmC2	-
rsmC1	-	holD-rimI-yjjG	+
dapA-nlpB	-	bamC	-
lacZYA	-	lacZYA	-
lacZYA	-	cynTSX	+
lacZYA	-	lacZYA	-
yhhM1	-	yhhM2	-
gapA-yeaD	+	gapA	+
dsbGp // dsbG	-	ahpCF	+
ileS-lspA-fkpB-ispH	+	ileS-lspA-fkpB-ispH	+
ileS-lspA-fkpB-ispH	+	lsp-fkpB-ispH	+
ileS-lspA-fkpB-ispH	+	ileS-lspA-fkpB-ispH	+
ileS-lspA-fkpB-ispH	+	ribF-ileS-lspA-fkpB-ispH	+
zapA1	+	ssrS	+
zapA1	+	ssrS-ygfA	+
yhcO1	-	yhcO2	-
pqiABC	+	rlmL-uup	+
pqiABC	+	pqiABC	+
pqiABC	+	pqiABC	+
pqiABC	+	ymbA	+
napFDAGHBC-ccmABCDEFGH	-	ccmABCDEFGH	-
relA	-	rlmD	-
relA	-	relA	-
relA	-	relA-mazEF	-
relA	-	relA-mazEF	-
relA	-	ameF	+
icd	+	icd	+
gadY	+	gadXW	-
gadY	+	gadX	-
norR	-	srlAEBD-gutM-srlR-gutQ	+
bcsBZ	-	bcsABZC	-
malZ	+	acpH	-
yhcF1	+	yhcF2	+
yhcF1	+	yhcF3	+
yhcF1	+	yhcADE	+
yhcF2	+	yhcF3	+
yhcF2	+	yhcADE	+
yhcF3	+	yhcADE	+
sad1	-	yneJ1	+
sad1	-	yneJ2	+
mngAB	+	mngR	-
yhhA1	+	yhhA2	+
yhhA1	+	ugpBAECQ	-
yhhA1	+	ggt	-
yhhA2	+	ugpBAECQ	-
ftsZ	+	mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+
ftsZ	+	stfZ	-
ftsZ	+	stfZ	-
ftsZ	+	ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+
csrA	-	csrA	-
csrA	-	csrA	-
csrA	-	csrA	-
can	-	can	-
ribA	-	ribA	-
pykF	+	pykF	+
pykF	+	pykF	+
pykF	+	pykF	+
insH-71	-	insH-72	-
insH-71	-	insH-73	-
insH-72	-	insH-73	-
htpG	+	htpG	+
rrsB-gltT-rrlB-rrfB	+	rrsB-gltT-rrlB-rrfB	+
rrsB-gltT-rrlB-rrfB	+	rrsB-gltT-rrlB-rrfB	+
rrsB-gltT-rrlB-rrfB	+	rrlB-rrfB	+
pabB-nudL1	+	pabB-nudL2	+
pabB-nudL1	+	yoaH1	-
pabB-nudL2	+	yoaH1	-
