TU_Name	TU_Direction	Overlapping_TU	Overlapping_Direction
ykgA	-	eaeH-insE1EF1F1	+
ybdH1	-	ybdH2	-
dsdXA	+	dsdA	+
sohB	+	sohB	+
sohB	+	sohB	+
rhaD	-	rhaBAD	-
artPIQM	-	artPIQM	-
artPIQM	-	artPIQM	-
sroH	-	yjaZ	+
casDE-ygbTF	-	ygbF	-
metY-yhbC-nusA-infB	-	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	-
metY-yhbC-nusA-infB	-	nusA-infB	-
metY-yhbC-nusA-infB	-	metY	-
metY-yhbC-nusA-infB	-	metY	-
lipB1	-	lipB2	-
yfeO1	+	glk	-
yfeO1	+	glk	-
ybjO-rlmC1	+	ybjO-rlmC2	+
ybjO-rlmC2	+	potFGHI	+
yjeFE-amiB-mutL-miaA-hfq-hflXKC	+	hfq-hflXKC	+
yjeFE-amiB-mutL-miaA-hfq-hflXKC	+	mutL-miaA-hfq-hflXKC	+
yjeFE-amiB-mutL-miaA-hfq-hflXKC	+	yjeFE-amiB-mutL-miaA-hfq-hflXKC	+
yjeFE-amiB-mutL-miaA-hfq-hflXKC	+	queG	-
yjeFE-amiB-mutL-miaA-hfq-hflXKC	+	hfq-hflXKC	+
yjeFE-amiB-mutL-miaA-hfq-hflXKC	+	miaA-hfq-hflXKC	+
yjeFE-amiB-mutL-miaA-hfq-hflXKC	+	hfq-hflXKC1	+
yjeFE-amiB-mutL-miaA-hfq-hflXKC	+	hfq-hflXKC2	+
yjeFE-amiB-mutL-miaA-hfq-hflXKC	+	miaA-hfq-hflXKC	+
ygfK-ssnA	+	ssnA	+
sbmC	-	sbmC	-
mlaFEDCB	-	mlaFEDCB	-
mlaFEDCB	-	mlaFEDCB	-
mdtK1	+	mdtK2	+
mdtK1	+	mdtK3	+
mdtK2	+	mdtK3	+
dam-rpe-gph-trpS	-	rpe-gph-trpS	-
dam-rpe-gph-trpS	-	dam-rpe-gph-trpS	-
dam-rpe-gph-trpS	-	trpS	-
dam-rpe-gph-trpS	-	aroKB-damX-dam-rpe-gph-trpS	-
tatABC	+	tatABC	+
pdxY	-	pdxH-tyrS-pdxY	-
dnaTC-yjjA	-	yjjB-dnaTC	-
dnaTC-yjjA	-	yjjB-dnaTC-yjjA	-
accA	+	bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE	+
accA	+	accA	+
gltF	+	gltBDF	+
gltF	+	gltBDF	+
talA-tktB	+	tktB	+
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+	lpxC	+
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+	stfZ	-
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+	stfZ	-
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+	ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+
insI2	+	ydbA	+
yzfA	-	tamAB-ytfP	+
tyrTV-tpr	-	tyrV-tpr	-
tyrTV-tpr	-	rttR	-
yaiO1	-	yaiO2	-
yaiO1	-	yaiO3	-
yaiO2	-	yaiO3	-
yhhH	+	rhsB1	+
yhhH	+	rhsB2	+
yhhH	+	rhsB3	+
yhhH	+	rhsB4	+
yhhH	+	rhsB5	+
yhhH	+	rhsB6	+
ibaG	-	ibaG-murA	-
gntR	-	gntR	-
gntR	-	gntKU	-
gntR	-	gntRKU	-
insA4AB4B4	+	gfcA	-
mpl	+	mpl	+
mdaB1	+	mdaB2	+
mdaB1	+	mdaB3	+
mdaB1	+	ygiN1	+
mdaB2	+	mdaB3	+
mdaB2	+	ygiN1	+
mdaB3	+	ygiN1	+
setB1	+	setB2	+
setB1	+	yeiW	-
setB2	+	yeiW	-
yrbN-deaD	-	nlpI1	-
yrbN-deaD	-	yrbN-deaD	-
yijO1	-	frwD	+
arcA	-	arcA	-
arcA	-	creABCD	+
arcA	-	creD	+
arcA	-	arcA	-
yajG	-	yajG-ampG	-
yajG	-	ampG1	-
yajG	-	ampG2	-
yajG	-	ampG3	-
ruvC	-	yebB	+
ruvC	-	yebB	+
pgk-fbaA	-	pgk	-
pgk-fbaA	-	pgk	-
pgk-fbaA	-	pgk	-
pgk-fbaA	-	pgk-fbaA	-
dnaN-recF	-	gyrB	-
dnaN-recF	-	gyrB	-
dnaN-recF	-	dnaN-recF	-
dnaN-recF	-	dnaAN-recF	-
dnaN-recF	-	recF	-
rrsE-gltV-rrlE-rrfE	+	yjaA2	+
rrsE-gltV-rrlE-rrfE	+	rrsE-gltV-rrlE-rrfE	+
yacG	-	coaE-zapD-yacG	-
rpoS	-	rpoS	-
yhgE1	-	yhgE2	-
yhgE1	-	yhgE3	-
yhgE2	-	yhgE3	-
ycaM1	+	ycaM2	+
ycaM1	+	ycaM3	+
ycaM1	+	ycaM4	+
ycaM2	+	ycaM3	+
ycaM2	+	ycaM4	+
ycaM3	+	ycaM4	+
aspA	-	aspA-dcuA	-
aspA	-	aspX	-
yoaB1	+	yoaB2	+
gshA	-	luxS	-
ssrS	+	ssrS-ygfA	+
ssrS	+	ssrS	+
basRS	-	eptA	-
yaeF1	-	proS	-
mutH1	+	mutH2	+
selD-topB	-	ydjA-selD-topB	-
hfq-hflXKC	+	mutL-miaA-hfq-hflXKC	+
hfq-hflXKC	+	yjeFE-amiB-mutL-miaA-hfq-hflXKC	+
hfq-hflXKC	+	hfq-hflXKC	+
hfq-hflXKC	+	miaA-hfq-hflXKC	+
hfq-hflXKC	+	hfq-hflXKC1	+
hfq-hflXKC	+	hfq-hflXKC2	+
hfq-hflXKC	+	miaA-hfq-hflXKC	+
xylFGHR	+	xylR	+
rssAB	+	rssB	+
rssAB	+	ychJ-purU	-
dgt	+	dgt	+
slyX1	+	fkpA	-
bepA-yfgD	+	bepA-yfgD	+
yeeZ1	-	yeeZ2	-
ygbLM	+	ygbN1	+
rpe-gph-trpS	-	dam-rpe-gph-trpS	-
rpe-gph-trpS	-	trpS	-
rpe-gph-trpS	-	aroKB-damX-dam-rpe-gph-trpS	-
yjbE	+	yjbEFGH	+
yneJ1	+	yneJ2	+
leuO	+	leuO	+
poxB-ltaE-ybjT1	-	poxB-ltaE-ybjT2	-
poxB-ltaE-ybjT1	-	ltaE-ybjT	-
poxB-ltaE-ybjT1	-	poxB	-
poxB-ltaE-ybjT1	-	poxB	-
poxB-ltaE-ybjT1	-	hcp-hcr-poxB	-
poxB-ltaE-ybjT2	-	ltaE-ybjT	-
poxB-ltaE-ybjT2	-	poxB	-
poxB-ltaE-ybjT2	-	poxB	-
poxB-ltaE-ybjT2	-	hcp-hcr-poxB	-
htgA	+	yaaW1	-
htgA	+	htgA	+
yjjP	-	yjjB-dnaTC	-
yjjP	-	yjjB-dnaTC-yjjA	-
rseABC	-	rseD-rpoE-rseABC	-
rseABC	-	rseD-rpoE-rseABC	-
rseABC	-	rseD-rpoE-rseABC	-
rseABC	-	rpoE-rseABC	-
rseABC	-	rpoE-rseABC	-
rseABC	-	rpoE-rseABC	-
ynjH	-	ynjH	-
yjeJ1	-	yjeJ2	-
dksA-gluQ	-	sfsA-dksA	-
csiD-ygaF-gabDTP	+	gabDTP	+
rdlB1	+	ldrB1	-
ybiU1	-	ybiU2	-
ybiU1	-	ybiU3	-
ybiU2	-	ybiU3	-
ompX	+	yliM-ompX	+
rpoD	+	rpoD	+
rpoD	+	rpsU-dnaG-rpoD	+
rpoD	+	rpsU-dnaG-rpoD	+
rpoD	+	rpoD	+
rpoD	+	rpoD	+
ybiB	+	dinG-ybiB	+
ybeR-djlB1	+	ybeR-djlB2	+
ybeR-djlB1	+	ybeR-djlB3	+
ybeR-djlB2	+	ybeR-djlB3	+
sixA	-	sixA	-
lon	+	clpX-lon	+
pstS	-	pstCAB-phoU	-
pstS	-	pstCAB-phoU	-
pstS	-	pstSCAB-phoU	-
ptsHI-crr	+	ptsHI-crr	+
ptsHI-crr	+	crr	+
ptsHI-crr	+	ptsHI-crr	+
ptsHI-crr	+	ptsHI-crr	+
ptsHI-crr	+	ptsHI-crr	+
yfhR1	+	yfhR2	+
stfE-tfaE	-	ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP	+
stfE-tfaE	-	pinE1	+
tehAB	+	ydcK1	-
ybbY-glxK	+	allB	+
ybbY-glxK	+	glxK	+
ybbY-glxK	+	gcl-hyi-glxR-ybbVW-allB-ybbY-glxK	+
rnb	-	yciW	-
rlmD	-	relA	-
rlmD	-	relA-mazEF	-
rlmD	-	relA-mazEF	-
glgCAP	-	glgCAP	-
glgCAP	-	glgBXCAP	-
sfmAC	+	sfmA1	+
sfmAC	+	sfmA2	+
ypfG1	-	ypfG2	-
tolC-ygiBC	+	tolC-ygiBC	+
ogt	-	abgABT-ogt	-
yfdY1	-	yfdY2	-
ilvA	+	ilvY	-
arcA	-	creABCD	+
arcA	-	creD	+
arcA	-	arcA	-
ygcG1	+	ygcG2	+
ygcG1	+	queE1	-
ssb	+	ssb	+
gltBDF	+	gltBDF	+
yeiL1	+	yeiL	+
zraSR	+	purHD	-
pykA	+	yebK1	+
yebA1	-	yebA2	-
yebA1	-	yebA3	-
yebA2	-	yebA3	-
rcsB	+	rcsB	+
dnaKJ	+	tpke11	+
dnaKJ	+	dnaKJ	+
rnlAB	+	rnlB	+
rnlAB	+	yfjM1	-
rnlAB	+	rnlA	+
hemF	+	hemF	+
hemF	+	amiA-hemF	+
ycgZ-ymgA-ariR-ymgC	+	ariR	+
ycgZ-ymgA-ariR-ymgC	+	ymgC	+
ydcC	+	pptA1	+
ydcC	+	pptA2	+
hypF	-	hypF	-
aceBAK	+	arpA1	-
aceBAK	+	arpA2	-
aceBAK	+	arpA3	-
yadE1	+	yadE2	+
yadE2	+	yadI	+
glnLG	-	glnAZLG	-
glnLG	-	glnLG	-
glnLG	-	glnAZ	-
patD1	+	patD2	+
hypBCDE	+	hypABCDE	+
ydcI	-	ydcJ1	+
yiaY1	-	yiaY2	-
yiaY1	-	yiaY3	-
yiaY2	-	yiaY3	-
ydcK1	-	rimL	+
iraM	-	iraM	-
mutY-yggX-mltC	+	yggX-mltC	+
mutY-yggX-mltC	+	yggX	+
mutY-yggX-mltC	+	mutY-yggX-mltC-nupG	+
mutY-yggX-mltC	+	mutY-yggX-mltC-nupG	+
ybjX	-	ybjD	+
bcsABZC	-	bcsQ	-
yibT1	-	yibT2	-
metK	+	yqgD	-
metK	+	metK	+
lgt-thyA	-	thyA	-
mazEFG	-	mazEFG	-
mazEFG	-	relA-mazEF	-
mazEFG	-	relA-mazEF	-
mazEFG	-	ameF	+
rpsO	-	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	-
rpsO	-	rpsO-pnp	-
gadC1	-	gadC2	-
gadC1	-	gadC3	-
gadC1	-	gadBC	-
gadC2	-	gadC3	-
gadC2	-	gadBC	-
gadC3	-	gadBC	-
osmB	-	osmB	-
pstCAB-phoU	-	pstB-phoU	-
pstCAB-phoU	-	phoU	-
pstCAB-phoU	-	pstB-phoU	-
pstCAB-phoU	-	pstCAB-phoU	-
pstCAB-phoU	-	pstSCAB-phoU	-
gspCDEFGHIJKLMO	+	gspCDEFGHIJKLMO	+
gspCDEFGHIJKLMO	+	gspAB	-
gspCDEFGHIJKLMO	+	gspCDEFGHIJKLMO	+
yjcE1	+	yjcE2	+
yqeG1	+	yqeG2	+
yqeG1	+	yqeG3	+
yqeG2	+	yqeG3	+
gloB1	-	yafS1	+
fimB1	+	fimB2	+
ralA	+	recET-ralR-rcbA-xisR-intR	-
clpPX	+	clpX-lon	+
ackA-pta1	+	ackA	+
nanR1	-	nanR2	-
yggX-mltC	+	yggX	+
yggX-mltC	+	mutY-yggX-mltC-nupG	+
yggX-mltC	+	mutY-yggX-mltC-nupG	+
cspB	-	cspF3	+
kdtA-coaD	+	waaA	+
artPIQM	-	artPIQM	-
ybaB-recR	+	htpG	+
rnlB	+	rnlA	+
hlpA-lpxD-fabZ-lpxA	+	bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE	+
hlpA-lpxD-fabZ-lpxA	+	fabZ	+
hlpA-lpxD-fabZ-lpxA	+	lpxD	+
yccR	+	yccFS	-
nadB	+	rpoE-rseABC	-
creABCD	+	creD	+
creABCD	+	arcA	-
rnhA	-	dnaQ1	+
rnhA	-	dnaQ2	+
rnhA	-	dnaQ	+
rnhA	-	dnaQ	+
rnhA	-	yafS1	+
ppiA	-	ppiA	-
luxS	-	luxS	-
allB	+	gcl-hyi-glxR-ybbVW-allB-ybbY-glxK	+
tnaAB	+	tnaCAB	+
ompR-envZ	-	ompR-envZ	-
rluF1	+	rluF2	+
murQP	+	murQP	+
murQP	+	murQP-yfeW	+
murQP	+	murR	-
murQP	+	murR	-
sdhCDAB	+	sdhDAB	+
pflB	-	pflB	-
pflB	-	focA-pflB	-
arpA1	-	arpA2	-
arpA1	-	arpA3	-
arpA2	-	arpA3	-
galET	-	galET	-
galET	-	galETKM	-
galET	-	galE	-
galET	-	galETK	-
galET	-	galETKM	-
galET	-	galET	-
galET	-	galE	-
galET	-	galE	-
bolA	+	bolA	+
rrsB-gltT-rrlB-rrfB	+	rrsB-gltT-rrlB-rrfB	+
rrsB-gltT-rrlB-rrfB	+	rrlB-rrfB	+
ydgD1	+	ydgD2	+
yebB	+	yebB	+
patA	+	patA	+
narZYWV	-	narWV	-
nanY	+	nanY	+
rutR	+	rutR	+
dam-rpe-gph-trpS	-	trpS	-
dam-rpe-gph-trpS	-	aroKB-damX-dam-rpe-gph-trpS	-
btuE	-	btuCED	-
deoCABD	+	yjjJ2	+
deoCABD	+	deoCABD	+
deoCABD	+	deoABD	+
udk-dcd	-	dcd	-
yedA	+	dcm-vsr	-
hepA	-	rapA-rluA	-
hepA	-	polB	-
glnHPQ	-	glnQ	-
iraD	+	iraD	+
iraD	+	hypT1	-
yjjB-dnaTC	-	yjjB-dnaTC-yjjA	-
pheM	-	rplT-pheM	-
pheM	-	pheMST-ihfA	-
gltIJKL-sroC	-	rihA1	-
gltIJKL-sroC	-	gltI-sroC-gltJKL1	-
yjfZ1	-	yjfZ2	-
otsBA	-	otsBA	-
galET	-	galETKM	-
galET	-	galE	-
galET	-	galETK	-
galET	-	galETKM	-
galET	-	galET	-
galET	-	galE	-
galET	-	galE	-
cnu1	+	cnu2	+
cnu1	+	cnu3	+
cnu1	+	cnu4	+
cnu2	+	cnu3	+
cnu2	+	cnu4	+
cnu3	+	cnu4	+
proC	-	adrA	+
srlR	+	srlAEBD-gutM-srlR-gutQ	+
ybhB1	-	ybhB2	-
ybhB1	-	bioA	-
creD	+	arcA	-
cydAB	+	cydAB	+
cydAB	+	cydAB	+
nagC	-	nagA	-
mobAB	-	mobAB	-
topA	+	topA	+
topA	+	topA	+
yajC-secDF	+	tgt-yajC	+
yodC1	-	yodC2	-
yodC1	-	yedI1	-
yodC1	-	yedI2	-
ligA-ypeB	-	yfeH1	+
ligA-ypeB	-	yfeH2	+
glnAZLG	-	glnLG	-
glnAZLG	-	glnAZ	-
ada-alkB	-	ada-alkB	-
ada-alkB	-	alkB	-
tpiA	-	tpiA	-
xapR	-	valUXY-lysV	+
rpoD	+	rpsU-dnaG-rpoD	+
rpoD	+	rpsU-dnaG-rpoD	+
rpoD	+	rpoD	+
rpoD	+	rpoD	+
secG1	-	secG2	-
secG1	-	secG-leuU	-
secG2	-	secG-leuU	-
yebV1	+	yebV2	+
yebV1	+	yebV3	+
yebV1	+	yebV4	+
yebV2	+	yebV3	+
yebV2	+	yebV4	+
yebV3	+	yebV4	+
glnLG	-	glnAZ	-
dnaQ1	+	dnaQ2	+
dnaQ1	+	dnaQ	+
dnaQ1	+	dnaQ	+
dnaQ2	+	dnaQ	+
dnaQ2	+	dnaQ	+
pptA1	+	pptA2	+
rayT1	+	rayT2	+
gcvP	-	gcvTHP	-
ypjC	-	ypjB	-
ybaP1	-	ybaP2	-
ybaP1	-	ybaP3	-
ybaP2	-	ybaP3	-
ppk-ppx1	+	ppk-ppx2	+
ppk-ppx1	+	ppk-ppx3	+
ppk-ppx1	+	ppk-ppx	+
ppk-ppx2	+	ppk-ppx3	+
ppk-ppx2	+	ppk-ppx	+
ppk-ppx3	+	ppk-ppx	+
mcrA1	+	mcrA2	+
mcrA1	+	mcrA3	+
mcrA1	+	mcrA4	+
mcrA1	+	pinE1	+
mcrA1	+	pinE2	+
mcrA2	+	mcrA3	+
mcrA2	+	mcrA4	+
mcrA2	+	pinE1	+
mcrA2	+	pinE2	+
mcrA3	+	mcrA4	+
pstB-phoU	-	phoU	-
pstB-phoU	-	pstB-phoU	-
pstB-phoU	-	pstCAB-phoU	-
pstB-phoU	-	pstSCAB-phoU	-
ycaL1	+	ycaL2	+
ycaL1	+	ycaL3	+
ycaL1	+	ycaL4	+
ycaL2	+	ycaL3	+
ycaL2	+	ycaL4	+
ycaL3	+	ycaL4	+
araE	-	ygeA1	-
dmlA1	+	dmlR1	-
micC	+	ydbK-ompN	-
yjjI	-	deoCABD	+
nlpI1	-	yrbN-deaD	-
nlpI1	-	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	-
nlpI1	-	rpsO-pnp	-
ligB1	-	ligB2	-
pfkA	+	pfkA	+
pfkA	+	pfkA	+
envR1	-	envR2	-
envR1	-	envR3	-
envR1	-	envR4	-
envR1	-	envR5	-
envR1	-	envR6	-
envR2	-	envR3	-
envR2	-	envR4	-
envR2	-	envR5	-
envR2	-	envR6	-
envR3	-	envR4	-
envR3	-	envR5	-
envR3	-	envR6	-
envR4	-	envR5	-
envR4	-	envR6	-
envR5	-	envR6	-
lpxC	+	ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+
yiiE1	+	yiiE2	+
csgA	+	csgBAC	+
csgA	+	csgBAC	+
ygbI1	-	ygbI2	-
mreB	-	mreBCD	-
mreB	-	mreB	-
ftnB	+	ftnB	+
argF-xynR1	-	xynR	-
glnS	+	glnS	+
yfbK1	-	yfbK2	-
hemF	+	amiA-hemF	+
eno	-	pyrG-eno	-
eno	-	eno	-
eno	-	pyrG-eno	-
eno	-	eno	-
eno	-	eno	-
gspAB	-	gspAB	-
gspAB	-	gspAB	-
gspAB	-	gspCDEFGHIJKLMO	+
torR	-	torT1	+
torR	-	torT2	+
torR	-	torT3	+
ivbL-ilvBN	-	ivbL-ilvBN-uhpABC1	-
csrA	-	csrA	-
csrA	-	csrA	-
rpsU-dnaG-rpoD	+	rpsU	+
rpsU-dnaG-rpoD	+	rpsU-dnaG-rpoD	+
rpsU-dnaG-rpoD	+	rpoD	+
rpsU-dnaG-rpoD	+	rpoD	+
menBCE	-	menFD-yfbB-menBCE	-
menBCE	-	menD-yfbB-menBCE	-
dcuA	-	aspA-dcuA	-
dcuA	-	aspX	-
dsbC	-	xerD-dsbC-recJ	-
ytjC	+	yjjX2	-
ytjC	+	rob	-
murQP	+	murQP-yfeW	+
murQP	+	murR	-
murQP	+	murR	-
ybgC-tolQRA1	+	ybgC-tolQRA2	+
xerD-dsbC-recJ	-	fldB	+
xerD-dsbC-recJ	-	xerD1	-
xerD-dsbC-recJ	-	xerD2	-
gpmA	-	gpmA	-
rseD-rpoE-rseABC	-	rseD-rpoE-rseABC	-
rseD-rpoE-rseABC	-	rseD-rpoE-rseABC	-
rseD-rpoE-rseABC	-	rpoE-rseABC	-
rseD-rpoE-rseABC	-	rpoE-rseABC	-
rseD-rpoE-rseABC	-	rpoE-rseABC	-
rplT-pheM	-	pheMST-ihfA	-
rplT-pheM	-	infC-rpmI-rplT	-
mdtABCD-baeSR	+	baeSR	+
rrsC-gltU-rrlC-rrfC	+	aspT1	+
rrsC-gltU-rrlC-rrfC	+	trpt	+
rrsC-gltU-rrlC-rrfC	+	rrsC-gltU-rrlC-rrfC	+
rrsC-gltU-rrlC-rrfC	+	rrsC-gltU-rrlC-rrfC	+
tam	+	lsrACDBFG-tam	+
pyrG-eno	-	eno	-
pyrG-eno	-	pyrG-eno	-
pyrG-eno	-	eno	-
pyrG-eno	-	eno	-
menA-rraA	-	rraA	-
menA-rraA	-	hslVU	-
tsaD1	-	tsaD2	-
msrB	-	gapA	+
scpA-argK-scpBC	+	ygfI	-
nudC-hemE-nfi1	+	nudC-hemE-nfi2	+
ppiD	+	ppiD	+
treR	-	treR	-
yjjJ1	+	yjjJ2	+
yjjJ2	+	deoCABD	+
cfa	+	cfa	+
cfa	+	cfa	+
psuT1	-	psuKG	-
fur	-	fldA-uof-fur	-
fur	-	fur	-
bssS	-	bssS	-
infA	-	infA	-
hemA-prfA-prmC	+	hemA	+
hemA-prfA-prmC	+	ychQA-kdsA	+
mntP	+	rlmA1	-
mlaFEDCB	-	mlaFEDCB	-
rhaSR	+	rhaSR	+
ynfN1	-	ynfN2	-
mgtA	+	mgtA	+
stfZ	-	stfZ	-
stfZ	-	ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+
yqeK1	-	yqeK2	-
yqeK1	-	yqeK3	-
yqeK2	-	yqeK3	-
yrhB1	+	yrhB2	+
frlABCDR	+	frlR	+
aspA-dcuA	-	aspX	-
glnB	-	yfhA	-
glnB	-	glnB	-
lit1	+	lit2	+
lit1	+	lit3	+
lit2	+	lit3	+
rrsH-ileV-alaV-rrlH-rrfH	+	rrlH-rrfH	+
rrsH-ileV-alaV-rrlH-rrfH	+	rrsH-ileV-alaV-rrlH-rrfH	+
gntU1	-	gntKU	-
gntU1	-	gntRKU	-
galETKM	-	galE	-
galETKM	-	galETK	-
galETKM	-	galETKM	-
galETKM	-	galET	-
galETKM	-	galE	-
galETKM	-	galE	-
setC1	+	setC2	+
setC1	+	setC3	+
setC1	+	setC4	+
setC2	+	setC3	+
setC2	+	setC4	+
setC3	+	setC4	+
aqpZ1	-	aqpZ2	-
cbpA-cbpM	-	cbpAM	-
mhpR-lacI	-	lacI	-
lptAB	+	rpoN-hpf-ptsN-yhbJ-npr	+
lptAB	+	yrbG-kdsDC-lptCAB	+
rseD-rpoE-rseABC	-	rseD-rpoE-rseABC	-
rseD-rpoE-rseABC	-	rpoE-rseABC	-
rseD-rpoE-rseABC	-	rpoE-rseABC	-
rseD-rpoE-rseABC	-	rpoE-rseABC	-
ycjXF-tyrR	+	ycjXF	+
ycjXF-tyrR	+	tyrR	+
yaaW1	-	htgA	+
yaaW1	-	yaaI1	-
yaaW1	-	yaaI2	-
yaaW1	-	yaaI3	-
ais1	-	ais2	-
ais1	-	ais3	-
ais2	-	ais3	-
csgDEFG	-	csgDEFG	-
pfkA	+	pfkA	+
gspCDEFGHIJKLMO	+	gspAB	-
gspCDEFGHIJKLMO	+	gspCDEFGHIJKLMO	+
murQP-yfeW	+	murR	-
murQP-yfeW	+	murR	-
glk	-	glk	-
grxC1	-	secB-gpsA	-
grxC1	-	yibN-grxC-secB-gpsA	-
ynfEFGH-dmsD	+	ynfEFGH-dmsD	+
galE	-	galETK	-
galE	-	galETKM	-
galE	-	galET	-
galE	-	galE	-
galE	-	galE	-
glpFKX	-	glpFK	-
yggSTU-rdgB-hemW	+	rdgB-yggW	+
ydcL1	+	ydcL2	+
ydcL1	+	ydcL3	+
ydcL1	+	ydcL4	+
ydcL1	+	ydcL5	+
ydcL2	+	ydcL3	+
ydcL2	+	ydcL4	+
ydcL2	+	ydcL5	+
ydcL3	+	ydcL4	+
ydcL3	+	ydcL5	+
ydcL4	+	ydcL5	+
yahE	+	yahDEFG	+
eno	-	pyrG-eno	-
eno	-	eno	-
eno	-	eno	-
clpB	-	ryfD	-
yciT	-	yciZT	-
ptrB	-	yobB-exoX1	+
ptrB	-	yobB-exoX2	+
apaGH	-	pdxA-rsmA-apaGH	-
apaGH	-	rsmA-apaGH	-
rpoN-hpf-ptsN-yhbJ-npr	+	yrbG-kdsDC-lptCAB	+
yfaL1	-	yfaL2	-
yfaL1	-	yfaL3	-
yfaL1	-	yfaL4	-
yfaL2	-	yfaL3	-
yfaL2	-	yfaL4	-
yfaL3	-	yfaL4	-
entS	+	entS	+
xapB	-	xapAB	-
xapB	-	xapB	-
xapB	-	xapB	-
xapB	-	xapAB	-
uppS-cdsA	+	dxr-uppS-cdsA1	+
uppS-cdsA	+	dxr-uppS-cdsA2	+
uppS-cdsA	+	dxr-uppS-cdsA3	+
uppS-cdsA	+	dxr-uppS-cdsA4	+
uppS-cdsA	+	rseP	+
uppS-cdsA	+	cdsA1	+
uppS-cdsA	+	cdsA2	+
imp	-	imp	-
imp	-	imp-surA-pdxA	-
ybhH1	+	ybhH2	+
lacZYA	-	cynTSX	+
lacZYA	-	lacZYA	-
mreBCD	-	mreB	-
tnaCAB	+	tnaC	+
ybjL1	-	ybjL2	-
ybjL1	-	ybjM1	+
ybjL2	-	ybjM1	+
ybjL2	-	ybjM2	+
fumC	-	tus1	+
fumC	-	fumAC	-
ytfI1	+	ytfI2	+
ytfI1	+	ytfI3	+
ytfI1	+	ytfI4	+
ytfI2	+	ytfI3	+
ytfI2	+	ytfI4	+
ytfI3	+	ytfI4	+
xapAB	-	xapB	-
xapAB	-	xapB	-
xapAB	-	xapAB	-
yciSM-pyrF-yciH	+	lapAB	+
yciSM-pyrF-yciH	+	yciSM-pyrF-yciH	+
yciSM-pyrF-yciH	+	pyrF-yciH	+
pflB	-	focA-pflB	-
mqo1	-	mqo2	-
mqo1	-	mqo3	-
mqo2	-	mqo3	-
dld1	+	dld2	+
dld1	+	bglX	-
dld1	+	pbpG1	-
dld1	+	pbpG2	-
dld2	+	pbpG1	-
dld2	+	pbpG2	-
yjaA1	+	yjaA2	+
yjaA2	+	rrsE-gltV-rrlE-rrfE	+
paaJ	+	paaJ	+
paaJ	+	paaABCDEFGHIJK	+
lolB-ispE-prs	-	prs	-
yfdF1	+	yfdF2	+
yfdF1	+	yfdF3	+
yfdF1	+	yfdF4	+
yfdF2	+	yfdF3	+
